id,title,content,url
f294c5b0-2f29-424b-b05e-c2e7e67ae993,Abelmoschus esculentus,"(L.) Moench Magnoliopsida:Dilleniidae:Malvales:Malvaceae Hibiscus esculentus L. abelmoskus, america-neri, bakhua mun, bamia, bamija, bamya, bandakai, bende', bhindee, bhindi, bindi, bumbo, bunga depros, calulu', cantarella, chaucha turca, dâu bap, Eibisch, frutto d‚ibisco, gobbo, gombaut, gombo, Gombro, haluyoy, huang qiu kui, ibisco, kacang bendi, kacang lender, kembang dapros, ketmie comestible, kopi arab, krachiap man, krachiapkhieo, lady fingers, lady's finger, mesta, ocra, okay, oker, okra, okro, okura, quiabo, quimbambo, quimgombó, quingombo, ramturai, rosenapfel, saluyota bunga, sayur bendi, tori, tuah lek, vendakai, yong kok dau 289 BRIEF DESCRIPTION  A herbaceous, upright, often much branched, slightly woody plant, up to 2-4 m in height, with spiny pubescence, large yellow flowers, and fruits which at maturity dry to a longitudinally dehiscent capsule, 25 cm long or more. USES  The young immature fruits are eaten fresh, cooked or fried as vegetables and the can be frozen, canned or dried. Fruits have medicinal properties. Ripe seeds contain 20% edible oil and they can be used as a substitute for coffee. In India, mucilage from the roots and stems has industrial value for clarifying sugarcane juice in gur manufacture. Dried okra powder is used in salad dressings, ice creams, cheese spreads, and confectionery. The stems provide a fiber of inferior quality. GROWING PERIOD  Annual. May require 50-90 days to first harvest and the harvest period may continue up to 180 days. COMMON NAMES  Okra, Ochro, Lady's Finger, Gumbo, Gombo, Cantarela, Quingombo, Rosenapfel, Bindi, Bhindee, Bhindi, Mesta, Vendakai, Kachang bendi, Kachang lender, Sayur bendi, Kachieb, Grajee-ap morn, You-padi, Ch'aan K'e, Tsau Kw'ai, Ila, Ilasha, Ilashodo, Quimbambo, Kopi arab, Khua ngwang, Krachiap mon, Dau bap. FURTHER INF  Scientific synonym: Hibiscus esculentus. Okra originated in South-East Asia. Most varieties grow well in the lowland humid tropics up to elevations of 1000 m. Adapted to moderate to high humidity. Okra is a short-day plant, but it has a wide geographic distribution, up to latitudes 35-40°S and N. Yields of green pods are often low, about 2-4 t/ha owing to extreme growing conditiuons, but  up to 10-40 t/ha may be produced. SOURCES (A. esculentus (L.) Moench) Sims D (pers. comm.) Tindall H 1983 pp 325-328 [TEXT, DRA, FER, SAL, TEMP, RAIN, PHO] Roecklein J 1987 pp 496 [USE, FER, TEXT] Kassam A 1976 pp 87 Maas E 1990 pp 278 Hartmann T 1981 pp 540-541 [TEMP, KTMP, TEXT, DEP, FER] Rice R 1990 pp 332-334 [TEMP, TEXT, DRA, FER, RAIN] Hackett C 1982 pp 96 [FER, PHO, DEP, PH, TEXT, TEMP] Martin F 1984 pp 208-211 [TEMP, RAIN, PHO, FER, USE] Westphal E 1989 pp 25-27 [USE, TEMP, PHO]",http://ecocrop.fao.org/ecocrop/srv/en/cropView?id=289
ba41750b-c5f3-4bc7-b216-0b7954114b7c,Abelmoschus manihot,"(L.) Medic. Magnoliopsida:Dilleniidae:Malvales:Malvaceae Hibiscus manihot L. (1753), Abelmoschus manihot ssp. manihot [(L)]; Medikus neka (Simbo), bele (Fiji), pele (Tonga, Tuvalu), aibika, island cabbage, baera, bush spinach, peli, slippery cabbage (Solomon Is.), bush cabbage, slipery kabis 290 BRIEF DESCRIPTION  A shallow rooted shrub reaching 1-7.5 m in height, with and erect, woody, branching stem, simple leaves and large, pale yellow flowers, 7-15 cm in diameter. USES  Young leaves and stem tips are used as cooked green vegetables. It has medicinal properties and plants are also grown as ornamentals. GROWING PERIOD  Perennial. Harvest starts about 80-90 days after planting and the bush remains productive for at least a year. Shoots approximately 15 cm in length and with several leaves attached are harvested when the lower leaves have fully developed. COMMON NAMES  Sunset hibiscus, Aibika, Gedi, Degi, Lagikuway, Barakue, Glikway, Po-fai. FURTHER INF  Scientific synonym: Hibiscus manihot. Sunset hibiscus is native of continental South-West Asia. It is best grown at elevations below 500 m, between 500-1200 m yields may be reduced and the plant may develop an annual habit. It require relative high air humidity and irrigation is necessary during dry periods. Yields of leaves may vary from 10-60 t/ha or 1-6 kg/m˝. SOURCES (A. manihot (L.) Medikus) Tindall H 1983 pp 328-332 [FER, TEMP, LIG, RAIN, PHO] Rice R 1990 pp 232-234 [FER, TEMP, RAIN, LIG] Siemonsma J 1993 pp 60-62 [USE, DEP, RAIN, DRA, TEXT, PH, PHO]",http://ecocrop.fao.org/ecocrop/srv/en/cropView?id=290
88002004-f39f-4d32-9758-f40bdd9d68e5,Abelmoschus moschatus,"Medic. Magnoliopsida:Dilleniidae:Malvales:Malvaceae Hibiscus abelmoschus L. (1753). abelmosk, musk mallow, mushkdan, muskdana, kasturi bhendi, gukhia korai, kasturi bhenda, kattukasturi, varttilai kasturi, lalkasturika, musk okra, ambrette, abelmosco, ambreta, rosa almiscarada, quiabo cheiroso, kasturi, gombo musqué, ketmie musquée, graine de musc, kamang, kaŒmang, karereon, karereon nikapwerik nik, kareron, likonokon, gongul, metei, mety, methey, hathongethong, kamwayang, nikapwerik, setmwechin, sotumo, wakiwaki, wakewake, wakeke, vakeke, aukiki, oŒeŒe, fou ingo, fau ingo, Œaute toga, fau tagaloa, fua samasama, loa, fauŒingo, tropical jewel-hibiscus 291 DESCRIPTION: It is a coarse herb or prostrate creeper reaching 30-150 cm in height with an underground tuber. Plants die back to the tuber in the dry season but may produce new growth during the following wet season. Leaves ovate-suborbicular, usually 3-5-lobed, to 15 cm long. Calyx greenish, spathe-like, caduceus, corolla in colours from red with a white eye to bright yellow with a darker or purplish eye, 8-10 cm wide. Fruit a hirsute capsule 6-8 cm long, ovoid-cylindric. USE: Grown as an ornamental. The oil obtained from seeds possess an odour similar to that of musk and its aromatic constitents have long been used in perfumery industry. In India, the bitter, sweet, acrid, aromatic seeds are used as a tonic and are considered cooling, aphrodisiac, opthalmic, cardiotonic, digestive, stomachic, constipating, carminative, pectoral, diuretic, stimulant, antispasmodic, and deodorant, intestinal complaints, stomatitis, and diseases of the heart, allays thirst and checks vomiting. Seeds allay thirst, cure stomatitis, dyspepsia, urinary discharge, gonorrhea, leucoderma and itch. Roots and leaves are cures for gonorrhea. GROWING PERIOD: Annual, biennial or perennial. COMMON NAMES: Musk mallow. FURTHER INF: It can be found in India, southern China and tropical Asia, into the Pacific and northern Australia. It prefers open forests in areas of seasonal rainfall and can become weedy in open and disturbed areas. SOURCE: NewCrop Database (24.07.02) E291",http://ecocrop.fao.org/ecocrop/srv/en/cropView?id=291
b068bd14-ef7e-43f1-bb65-b146bf9671c0,Acacia auriculiformis,"Cunn. ex Benth. Magnoliopsida:Rosidae:Fabales:Leguminosae Racosperma auriculiforme (A. Cunn. ex Benth.) Pedley Papuan wattle, auri, ear leaf acacia, tuhkehn pwelmwahu (Pohnpei), black wattle, ear pod wattle, wattle, earleaf acacia 295 BRIEF DESCRIPTION  A low to medium-sized fast growing deciduous or evergreen tree. The tree can reach a height of 8-30 m and a trunk diameter of up to 60 cm. It has bright yellow flowers. USES  The wood can be used for firewood, charcoal, and high quality sulphate and neutral sulphite semichemical pulp. Tanning and dye can be extracted from the bark. The tree can provide shelter in beach a sea-front plantings, it can be used for revegetation of mining spoil heaps and wastelands, to stabilise steep eroded land, for shade and as an ornamental. It is mentioned as a possible agroforestry species. GROWING PERIOD  Perennial. Tolerate a dry season of 120-240 days. Can be grown with a rotation of 10-12 years. COMMON NAMES  Tan wattle, Northern black wattle, Earpod wattle, Darwin black wattle, Akashmoni, Australia babul, Kasia, Papua wattle, Japanese acacia, Auri, Kasia. FURTHER INF  Scientific synonyms: A. moniliformis, A. auriculaeformis. Tan wattle is indigenous to northeastern Australia, New Guinea, and the Kei Islands of Indonesia. It can be found naturally occuring within the latitudinal range 7-20°S, at altitudes between sea level and 600 m. It occurs naturally in coastal lowlands, in closed forests along streams, in low open forests and savannas, adjacent to mangroves, or behind beaches. It can grow on step slopes. Optimum annual wood production is 10-20 m3/ha. The tree fixes nitrogen and regenerates rapidly. Branches break easily in storm winds and the tree is not very fire resistant. In Florida the tree has become a weed. SOURCES (A. auriculiformis A. Cunn. ex Benth.) Webb D 1984 pp 85 [RAIN, TEMP, TEXT, PH, DRA, DEP, LIG, USE] Sims D (pers. comm.) National RC 1983 pp 26 National RC 1983c pp 70 [TEMP, RAIN, FER] National RC 1980 pp 34-35 [FER, DRA, TEMP, RAIN, DEP, TEXT, PH, LIMITS] National RC 1979 pp 165 INSPIRE species 2 [RAIN, TEMP, TEXT, PH, DRA, LIG, USE] Turnbull J 1982 pp 42 Pinyopusarerk P 1994 (pers. comm.) Boland D 1984 pp 156-157 [TEMP, RAIN, TEXT] Little E 1983 pp 3-5 [TEMP, KTMP, RAIN, TEXT, DEP, PH, USE] Hensleigh T 1988 pp 1-5 [DEP, TEXT, DRA, PH, FER, TEMP, RAIN, LIG, USE] Zabala N 1990 pp 96-100 [RAIN, TEXT, DEP, DRA, PH, FER, LIG, USE] Turnbull J 1986 pp 108-111 [TEMP, RAIN, DRA, SAL, TEXT, FER, USE]",http://ecocrop.fao.org/ecocrop/srv/en/cropView?id=295
d3f91e7f-e64d-41c9-ae4e-70cc607fd5ac,Acacia farnesiana,"(L.) Willd. Magnoliopsida:Rosidae:Fabales:Leguminosae Mimosa farnesiana L., Mimosa acicularis Poir., Acacia lenticulata F. Muell., Vachellia farnesiana (L.) Wight & Arn., Acacia comosa Gagnep. Ellington curse, klu, cassie, espino blanco, aroma, popinac, kandaroma, kolu, vaivai vaka-vatona, vaivai vakavotona, ban baburi, oki, te kaibakoa (Kiribati), debena (Nauru), mimosa bush, needle bush, sweet acacia, Prickly Moses, Perfumed wattle, Cassie flower, Sweet Mimosa Bush, Sponge flower, Scented Wattle 297 BRIEF DESCRIPTION  A thorny bush or small tree up to 1.5-5 m in height with large orange-yellow flowers. USES  The flowers yield and essential oil used in perfumery. The tree also yields a gum, it is used as firewood and as an ornamental. GROWING PERIOD  Perennial, that begins to flower from the 3rd year. COMMON NAMES  Huisache, Aromo, Espino blanco, Espino ruco, Opoponax, Mimosa bush, Needle bush, Klu, Ellington curse, Vaivai vakavotona, Ban baburi, Cassie flower, Cassie, Farnese wattle, Mimosa wattle, Sweet acacia. FURTHER INF  Scientific synonyms: Mimosa acicularis, Vachellia farnesiana. Huisache thrives in dry localities and it is drought hardy and fire resistant. Found at elevations between sea level and 1300 m. The latitudinal range in Australia is 12-36°S. Mentioned as a possible agroforestry species. In Fiji it has developed into a troublesome weed. Skerman P 1988 pp 512-514 [TEXT, SAL, LIMIT] Duke J 1981 pp 5-7 317 [DRA, TEXT, RAIN, TEMP, PH] Duke J 1975 pp 5 [PH, RAIN, TEMP] Duke J 1979 pp 100 [PH, RAIN, TEMP] Webb D 1984 pp 89 [RAIN, TEMP, TEXT, PH, DRA, SAL, KTMP, USE] Troup R 1921 pp 462 [USE, TEXT, DRA, FER] INSPIRE species 6 [RAIN, TEMP, TEXT, PH, DRA, SAL, FER, USE] Hall N 1981 House A 1992 pp 6 [RAIN, DRA, KTMP, TEXT, DEP, PH, USE] Hensleight T 1988 pp 368 [TEXT, USE]",http://ecocrop.fao.org/ecocrop/srv/en/cropView?id=297
e9964886-e309-4527-9371-50396a4e5533,Acacia holosericea,"A. Cunn. Magnoliopsida:Rosidae:Fabales:Leguminosae Strap wattle, Candelabra wattle 298 BRIEF DESCRIPTION  A shrub or small tree reaching a height of 4-9 m. It has silver foliage, long flower spikes and twisted pods. USES  The wood can be used as firewood and charcoal. It can be used as windbreak, to revegetate mining land, and for sand dune fixation. It can be planted as an ornamental. GROWING PERIOD  Perennial tree or shrub, with a live-span of more than 50 years. COMMON NAMES  Wah-roon. FURTHER INF  Wah-roon is indigenous to northern Australia between latitudes 11-24°S. It can be found at elevations between sea level and 750 m, with the main occurrence between 150-450 m. Wah-roon can be found on inland plains, hilly uplands, coastal lowlands, and dune fields. It is common along or close to seaaonally dry watercourses with sandy or gravelly banks. The species is nitrogen-fixing. National RC 1980 pp 92 [RAIN, FER, TEMP, KTMP, TEXT] House A 1992 pp 10-11 [RAIN, DRA, KTMP, TEXT, DEP, PH, SAL] Turnbull J 1986 pp 144-145 [TEMP, KTMP, RAIN, TEXT, PH, FER, USE]",http://ecocrop.fao.org/ecocrop/srv/en/cropView?id=298
1feb1cdc-80e8-4239-aa91-582432848ae4,Acacia mellifera,(Vahl) Benth. Leguminosae Mimosa mellifera Kitr 299,http://ecocrop.fao.org/ecocrop/srv/en/cropView?id=299
448300ed-6545-4e34-ab7f-f9a9721ae3a2,Adenanthera pavonina,"L. Magnoliopsida:Rosidae:Fabales:Leguminosae Acacia Coral, adenantero, Agati, Agati Petite Feuille, Arbreglise, Barbados coralwood, Barbados pride, bead tree, Bois Noir de Bourbon, Bois Noir la Graine, Bois Noir Rouge, Bois Noir, caralillo, caralín, carolina, chan‚trèi, circassian bean, circassian seed, Corail Vegetale, Coral Wood, coral, Coralitos, coralitos peonía, crab's eyes, Curly Bean, Deleite, Delicia, Dilmawi, église, Extranjera, flower-fence, Graine-r‚glisse, Graines Rouges, Jumbi Bead, L‚glise, jumbie bead, kitoke laut, Lagati, lam, legliz, Lera, lopa, ma clam ta cheng, ma clam ton, ma hok daeng, mai-chek, malatinglin, mangelim, olho de pavao, Paina, peacock flower-fence, peronía, peronías, Pitipitio, Pomea, Popoa, R‚glisse, raktakambal, Red Bead Tree, Red Sandalwood Tree, Red Sandalwood, reglisse, saga telik, saga tumpul, saga, sandal bead tree, segawe sabrang, suga, temo-carolina, tento carolina, Vaivai Ni Vavalagired, sandalwood tree, zumbic tree 318 DESCRIPTION: It is deciduous tree reaching 6-15 m in height and a trunk diameter up to 45 cm. It is generally erect with dark brown to greyish bark. Multiple stems common, as are slightly buttressed trunks in older trees. USE: The seeds are roasted and eaten, they may require boiling to neutralize toxicity. Raw seeds are poisonous. Young leaves are eaten as a vegetable and also used as feed. The wood is used for bridge and household construction, flooring, paving blocks and vehicle bodies and also as fuel. Leaves bark and roots have medicinal properties. In Indonesia and Malaysia trees are planted for shade in coffee, clove and rubber plantations and are also extensively grown as an ornamental and street tree. Leaves are used as green manure. Mentioned as a agroforestry species. GROWING PERIOD: Perennial. COMMON NAMES: bead tree, circassian bean, circassian seed, coral wood, crab's eyes, jumbie bead, red bead tree, red sandalwood. FURTHER INF: It is native to southeast China and India. The tree has been introduced throughout the humid tropics. It has become naturalized in Malaysia, western and eastern Africa, and most island nations of both the Pacific and the Caribbean. It is a secondary forest tree favouring precipitation. Trees are found scattered in primary and secondary, evergreen to dry deciduous rainforests, but also in open savannah. The tree is susceptible to breakage in high winds, with most of the damage occurring in the crown. It is found on a variety of soils from deep, well-drained to shallow and rocky. SOURCE: ICRAF Agroforestree Database.",http://ecocrop.fao.org/ecocrop/srv/en/cropView?id=318
e48014e4-c534-4ca0-ab30-c7049f6cd49e,Aeschynomene americana,"L. Magnoliopsida:Rosidae:Fabales:Leguminosae American joint vetch, bastard sensitive plant 326 DESCRIPTION: An erect or ascending, rarely almost prostrate, leguminous shrub, 0.5-2 m tall and 1-2.5 m across, depending on ecotype. Inflorescence a loose, few-flowered raceme, often branched; corolla varying in colour from pinkish to pale mauve or yellow-orange. GROWING PERIOD: Annual or short-lived perennial  (2-4 years). Flowering commences 60-200 days after germination, with another 30-60 days to ripe seed. COMMON NAMES: American joint vetch, Thornless mimosa. FURTHER INF: It is native of Central America and tropical South America. The latitudinal range is between 30°N and S. It can be found at elevations between sea level and 2800 m. Found on soils ranging from gravels and sands to clays, but mostly on finer-textured soils. Soil pH at collection sites is mostly 6-7, but ranges from as low as 4 to as high as 8. Mostly sown in moderately fertile soils with pH from 5.5-7.0. Rainfall at collection sites is mostly between 1000-2500 mm/yr, but can be as low as 600-800 mm, and more than 4000 mm/yr. Found from near sea level to >2,000 m in the tropics, but rarely at altitude in the subtropics.Rrange in average annual temperatures of 20-27ºC. Yields of dry matter may be 10-26 t/ha per year. Skerman P 1988 pp 205-211 [DRA, RAIN, TEXT, FER, PH] Mannetje L 1992 pp 37-39 [USE, DRA, TEMP, RAIN, TEXT] Purseglove J 1974 pp 220 [USE] Tropical forages 2005",http://ecocrop.fao.org/ecocrop/srv/en/cropView?id=326
7a6d9539-1044-4d87-99f3-8d7a56a2ad7e,Agathis australis,"(Lamb.) Steud. Pinopsida:Araucariaceae Dammara australis Lamb. New Zealand kauri 329 BRIEF DESCRIPTION Tall evergreen tree reaching a height of 30-50 m and a girth of up to 16 m. GROWING PERIOD Perennial. The tree mature at around 300-400 years and trees up to 1000 years old have been recorded. KILLING TEMP Small newly planted kauri seedlings are sensitive to frost. Once established the tree may withstand -17°C. COMMON NAMES Kauri. FURTHER INF Kauri occurs on New Zealand within the latitudinal range 34°30'-38°S. It thrives on wind protected sites and sunny slopes. Lloyd R 1980 [USE, FER, TEXT, DEP, DRA, LIG] Barton I 1987 pp 19 [RAIN, TEMP] Whitmore T 1977 pp 3 & 16 [RAIN, TEMP, KTMP, TEXT, FER]",http://ecocrop.fao.org/ecocrop/srv/en/cropView?id=329
